net,length_um
net2146,7.45µm
net2386,7.45µm
net2467,7.45µm
net4140,7.45µm
net4550,7.45µm
net4574,7.45µm
net4624,7.45µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[0\],7.45µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[6\],7.45µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[7\],7.45µm
u_fft_core.u_shift_r2_fft2.data_im_q\[25\],7.45µm
u_fft_core.u_shift_r4.data_im_q\[94\],7.45µm
_02377_,7.445µm
_02486_,7.445µm
_03758_,7.445µm
_09212_,7.445µm
_09716_,7.445µm
_11495_,7.445µm
_12410_,7.445µm
_12687_,7.445µm
_00687_,7.44µm
_00708_,7.44µm
_02720_,7.44µm
_03943_,7.44µm
_04144_,7.44µm
_04520_,7.44µm
_04836_,7.44µm
_05000_,7.44µm
_05631_,7.44µm
_06914_,7.44µm
_06948_,7.44µm
_07565_,7.44µm
_08711_,7.44µm
_09188_,7.44µm
_09242_,7.44µm
_09295_,7.44µm
_09650_,7.44µm
_10090_,7.44µm
_10181_,7.44µm
_10237_,7.44µm
_10882_,7.44µm
_10974_,7.44µm
_11262_,7.44µm
_11638_,7.44µm
_11641_,7.44µm
_11648_,7.44µm
_11666_,7.44µm
_11682_,7.44µm
_12014_,7.44µm
_12183_,7.44µm
_12643_,7.44µm
_13191_,7.44µm
_13461_,7.44µm
_15976_,7.44µm
_16453_,7.44µm
_17183_,7.44µm
_17976_,7.44µm
net1692,7.44µm
u_fft_core.u_buffer_parallel2serial.mem_im\[29\]\[1\],7.44µm
u_fft_core.u_shift_r4.data_re_q\[63\],7.44µm
_02102_,7.435µm
_07425_,7.435µm
_07738_,7.435µm
_08024_,7.435µm
_10201_,7.435µm
_18054_,7.435µm
_00626_,7.425µm
_10791_,7.425µm
_04703_,7.42µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage3.next_data0_r\[0\],7.42µm
_04563_,7.415µm
_03247_,7.4µm
_05125_,7.4µm
_05434_,7.4µm
_05435_,7.4µm
_11979_,7.4µm
_12276_,7.4µm
_13258_,7.4µm
_13402_,7.4µm
_13445_,7.4µm
_17701_,7.4µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.r_odata_r\[0\]\[9\],7.4µm
_00145_,7.39µm
_00682_,7.39µm
_03830_,7.39µm
_03842_,7.39µm
_03869_,7.39µm
_04509_,7.39µm
_07048_,7.39µm
_08474_,7.39µm
_08718_,7.39µm
_08726_,7.39µm
_09079_,7.39µm
_09978_,7.39µm
_11521_,7.39µm
_13017_,7.39µm
_13129_,7.39µm
_14855_,7.385µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[0\]\[6\],7.385µm
_03756_,7.38µm
_10592_,7.38µm
_12739_,7.38µm
_16108_,7.38µm
_17977_,7.38µm
u_fft_core.u_shift_r4.data_re_q\[111\],7.38µm
_02696_,7.37µm
_00624_,7.365µm
_04248_,7.365µm
_05970_,7.365µm
_06003_,7.365µm
_17143_,7.365µm
_03212_,7.355µm
_06358_,7.35µm
_08614_,7.35µm
_09775_,7.35µm
_10085_,7.35µm
_10563_,7.35µm
_10823_,7.35µm
_13113_,7.35µm
_09010_,7.345µm
_09577_,7.345µm
_10277_,7.345µm
_02794_,7.34µm
_02958_,7.34µm
_03961_,7.34µm
_04990_,7.34µm
_07459_,7.34µm
_07575_,7.34µm
_08139_,7.34µm
_08927_,7.34µm
_10439_,7.34µm
_10806_,7.34µm
_11537_,7.34µm
_11624_,7.34µm
_13143_,7.34µm
_14355_,7.34µm
_15917_,7.34µm
_16023_,7.34µm
_17396_,7.34µm
_17600_,7.34µm
_02660_,7.33µm
_03984_,7.33µm
_04708_,7.33µm
_05513_,7.33µm
_05837_,7.33µm
_06548_,7.33µm
_07450_,7.33µm
_07945_,7.33µm
_08178_,7.33µm
_08993_,7.33µm
_09092_,7.33µm
_09488_,7.33µm
_09763_,7.33µm
_09808_,7.33µm
_11611_,7.33µm
_12999_,7.33µm
_13282_,7.33µm
_13343_,7.33µm
_14550_,7.33µm
_17805_,7.33µm
_15019_,7.325µm
_00252_,7.32µm
_00376_,7.32µm
_00382_,7.32µm
_00792_,7.32µm
_00829_,7.32µm
_00927_,7.32µm
_01178_,7.32µm
_01187_,7.32µm
_01235_,7.32µm
_01350_,7.32µm
_01435_,7.32µm
_01489_,7.32µm
_01556_,7.32µm
_01578_,7.32µm
_01646_,7.32µm
_01661_,7.32µm
_01761_,7.32µm
_01771_,7.32µm
_01858_,7.32µm
_02630_,7.32µm
_03941_,7.32µm
_05084_,7.32µm
_10380_,7.32µm
_11162_,7.32µm
_12138_,7.32µm
_13179_,7.32µm
_13578_,7.32µm
_14523_,7.32µm
_15584_,7.32µm
_17384_,7.32µm
net1135,7.32µm
net2328,7.32µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.w_data_1i\[9\],7.32µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[10\],7.32µm
_01404_,7.305µm
_06664_,7.305µm
_16127_,7.305µm
_02082_,7.3µm
_05249_,7.295µm
_12089_,7.295µm
_12973_,7.295µm
_13157_,7.295µm
_05588_,7.285µm
_04000_,7.28µm
_05492_,7.28µm
_08835_,7.28µm
_08850_,7.28µm
_09656_,7.28µm
_07438_,7.275µm
_00011_,7.27µm
_00840_,7.27µm
_14303_,7.27µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[0\]\[18\],7.27µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[6\],7.27µm
u_fft_core.u_twiddle_interface.u_mult_2.u_clip.o_data_re\[0\],7.27µm
_01926_,7.265µm
_01075_,7.26µm
_01472_,7.26µm
_01491_,7.26µm
_01651_,7.26µm
_01996_,7.26µm
_02056_,7.26µm
_02576_,7.26µm
_02765_,7.26µm
_02939_,7.26µm
_02966_,7.26µm
_03208_,7.26µm
_03233_,7.26µm
_03311_,7.26µm
_03766_,7.26µm
_03881_,7.26µm
_04048_,7.26µm
_04264_,7.26µm
_05680_,7.26µm
_05770_,7.26µm
_05866_,7.26µm
_06328_,7.26µm
_06557_,7.26µm
_06808_,7.26µm
_07483_,7.26µm
_08159_,7.26µm
_08366_,7.26µm
_08510_,7.26µm
_08800_,7.26µm
_09397_,7.26µm
_09619_,7.26µm
_10015_,7.26µm
_10143_,7.26µm
_10745_,7.26µm
_11663_,7.26µm
_12562_,7.26µm
_12937_,7.26µm
_13026_,7.26µm
_13200_,7.26µm
_13651_,7.26µm
_13660_,7.26µm
_13676_,7.26µm
_13762_,7.26µm
_14086_,7.26µm
_14145_,7.26µm
_14384_,7.26µm
_14419_,7.26µm
_14620_,7.26µm
_14722_,7.26µm
_14770_,7.26µm
_15265_,7.26µm
_15842_,7.26µm
_15865_,7.26µm
_15903_,7.26µm
_16274_,7.26µm
_16712_,7.26µm
_16932_,7.26µm
_17173_,7.26µm
_17764_,7.26µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[0\],7.26µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[0\],7.26µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.u_btfly2.o_data1_r\[7\],7.26µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp1_data_r\[4\],7.26µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.r_idata_r\[0\]\[4\],7.26µm
u_fft_core.u_shift_r4.data_re_q\[55\],7.26µm
u_fft_core.u_twiddle_interface.data2_im_q\[5\],7.26µm
_02530_,7.255µm
_17536_,7.25µm
_06811_,7.245µm
_07840_,7.245µm
_10825_,7.245µm
_16139_,7.245µm
net4198,7.245µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.r_odata_r\[0\]\[6\],7.245µm
_12465_,7.24µm
net4559,7.24µm
_08558_,7.23µm
_15965_,7.23µm
_02657_,7.22µm
_06523_,7.215µm
_00775_,7.21µm
_01595_,7.21µm
_02199_,7.21µm
_02541_,7.21µm
_03007_,7.21µm
_03108_,7.21µm
_04421_,7.21µm
_05144_,7.21µm
_05593_,7.21µm
_05752_,7.21µm
_05975_,7.21µm
_06241_,7.21µm
_06408_,7.21µm
_07177_,7.21µm
_07954_,7.21µm
_07998_,7.21µm
_08411_,7.21µm
_09174_,7.21µm
_09842_,7.21µm
_10859_,7.21µm
_11263_,7.21µm
_11575_,7.21µm
_12024_,7.21µm
_12433_,7.21µm
_12771_,7.21µm
_12783_,7.21µm
_13068_,7.21µm
_13086_,7.21µm
_14142_,7.21µm
_14826_,7.21µm
_16398_,7.21µm
_17735_,7.21µm
_17925_,7.21µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[10\],7.21µm
u_fft_core.u_twiddle_interface.data0_re_2q\[7\],7.21µm
_15475_,7.205µm
net52,7.2µm
_00461_,7.2µm
_00578_,7.2µm
_01295_,7.2µm
_02010_,7.2µm
_02757_,7.2µm
_03307_,7.2µm
_03541_,7.2µm
_03597_,7.2µm
_04769_,7.2µm
_05422_,7.2µm
_05600_,7.2µm
_06272_,7.2µm
_06372_,7.2µm
_06883_,7.2µm
_07007_,7.2µm
_07318_,7.2µm
_07465_,7.2µm
_07878_,7.2µm
_07962_,7.2µm
_08601_,7.2µm
_08772_,7.2µm
_08903_,7.2µm
_09206_,7.2µm
_09219_,7.2µm
_09452_,7.2µm
_09567_,7.2µm
_09736_,7.2µm
_09969_,7.2µm
_10094_,7.2µm
_10878_,7.2µm
_10942_,7.2µm
_11031_,7.2µm
_11071_,7.2µm
_11090_,7.2µm
_11113_,7.2µm
_11307_,7.2µm
_12269_,7.2µm
_12500_,7.2µm
_12526_,7.2µm
_12711_,7.2µm
_12811_,7.2µm
_13098_,7.2µm
_13175_,7.2µm
_13219_,7.2µm
_13290_,7.2µm
_13540_,7.2µm
_13641_,7.2µm
_13642_,7.2µm
_13684_,7.2µm
_14038_,7.2µm
_14138_,7.2µm
_14166_,7.2µm
_14500_,7.2µm
_14658_,7.2µm
_14782_,7.2µm
_14837_,7.2µm
_15064_,7.2µm
_15694_,7.2µm
_15830_,7.2µm
_15948_,7.2µm
_15953_,7.2µm
_16087_,7.2µm
_16282_,7.2µm
_16447_,7.2µm
_16450_,7.2µm
_16581_,7.2µm
_16660_,7.2µm
_16889_,7.2µm
_16969_,7.2µm
_18064_,7.2µm
net129,7.2µm
net131,7.2µm
net139,7.2µm
net174,7.2µm
net205,7.2µm
net219,7.2µm
net245,7.2µm
net263,7.2µm
net289,7.2µm
net305,7.2µm
net332,7.2µm
net335,7.2µm
net361,7.2µm
net441,7.2µm
net445,7.2µm
net453,7.2µm
net509,7.2µm
net511,7.2µm
net548,7.2µm
net552,7.2µm
net662,7.2µm
net672,7.2µm
net678,7.2µm
net684,7.2µm
net687,7.2µm
net716,7.2µm
net720,7.2µm
net747,7.2µm
net752,7.2µm
net807,7.2µm
net825,7.2µm
net830,7.2µm
net832,7.2µm
net839,7.2µm
net880,7.2µm
net921,7.2µm
net934,7.2µm
net981,7.2µm
net990,7.2µm
net1014,7.2µm
net1021,7.2µm
net1040,7.2µm
net1086,7.2µm
net1087,7.2µm
net1158,7.2µm
net1206,7.2µm
net1212,7.2µm
net1249,7.2µm
net1289,7.2µm
net1298,7.2µm
net1309,7.2µm
net1368,7.2µm
net1429,7.2µm
net1468,7.2µm
net1476,7.2µm
net1484,7.2µm
net1489,7.2µm
net1492,7.2µm
net1520,7.2µm
net1522,7.2µm
net1547,7.2µm
net1557,7.2µm
net1565,7.2µm
net1592,7.2µm
net1644,7.2µm
net1689,7.2µm
net1693,7.2µm
net1706,7.2µm
net1707,7.2µm
net1737,7.2µm
net1747,7.2µm
net1752,7.2µm
net1753,7.2µm
net1756,7.2µm
net1771,7.2µm
net1806,7.2µm
net1850,7.2µm
net1913,7.2µm
net1927,7.2µm
net1937,7.2µm
net1960,7.2µm
net1973,7.2µm
net1976,7.2µm
net2000,7.2µm
net2086,7.2µm
net2091,7.2µm
net2130,7.2µm
net2140,7.2µm
net2150,7.2µm
net2212,7.2µm
net2247,7.2µm
net2315,7.2µm
net2334,7.2µm
net2338,7.2µm
net2369,7.2µm
net2409,7.2µm
net2442,7.2µm
net2497,7.2µm
net2650,7.2µm
net2663,7.2µm
net2668,7.2µm
net2733,7.2µm
net4128,7.2µm
net4138,7.2µm
net4189,7.2µm
net4242,7.2µm
net4350,7.2µm
net4402,7.2µm
net4426,7.2µm
net4468,7.2µm
net4501,7.2µm
net4511,7.2µm
net4524,7.2µm
net4600,7.2µm
net4602,7.2µm
net4604,7.2µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_data_0r\[1\],7.2µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.i_data_1i\[1\],7.2µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage3.next_data0_r\[5\],7.2µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_0r\[4\],7.2µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.u_btfly2.o_data1_r\[4\],7.2µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.i_data_1i\[4\],7.2µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.r_odata_r\[0\]\[4\],7.2µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp1_data_r\[7\],7.2µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[1\]\[15\],7.2µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[1\]\[12\],7.2µm
u_tx.data,7.2µm
_05653_,7.195µm
_07574_,7.195µm
_08036_,7.195µm
_10654_,7.195µm
_04750_,7.19µm
_05214_,7.185µm
_12969_,7.185µm
_13312_,7.185µm
_16817_,7.185µm
_14381_,7.155µm
_00364_,7.15µm
_00515_,7.15µm
_00744_,7.15µm
_00819_,7.15µm
_00988_,7.15µm
_00993_,7.15µm
_01213_,7.15µm
_01216_,7.15µm
_01419_,7.15µm
_01563_,7.15µm
_01765_,7.15µm
_01833_,7.15µm
_01843_,7.15µm
_02099_,7.15µm
_02927_,7.15µm
_03175_,7.15µm
_03350_,7.15µm
_03759_,7.15µm
_03852_,7.15µm
_04178_,7.15µm
_04232_,7.15µm
_04381_,7.15µm
_04590_,7.15µm
_05148_,7.15µm
_05278_,7.15µm
_05868_,7.15µm
_06561_,7.15µm
_07428_,7.15µm
_07610_,7.15µm
_07708_,7.15µm
_08869_,7.15µm
_09411_,7.15µm
_10093_,7.15µm
_10164_,7.15µm
_11166_,7.15µm
_11286_,7.15µm
_11425_,7.15µm
_12038_,7.15µm
_13114_,7.15µm
_13299_,7.15µm
_13460_,7.15µm
_13925_,7.15µm
_13928_,7.15µm
_14297_,7.15µm
_14490_,7.15µm
_14496_,7.15µm
_14643_,7.15µm
_15501_,7.15µm
_15529_,7.15µm
_16090_,7.15µm
_16121_,7.15µm
_16452_,7.15µm
_16477_,7.15µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.o_data_0i\[9\],7.15µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.r_bt0_r\[0\]\[1\],7.15µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[0\]\[5\],7.15µm
u_fft_core.u_twiddle_interface.data0_im_2q\[0\],7.15µm
u_rx.data_d,7.15µm
_00350_,7.14µm
_01501_,7.14µm
_01616_,7.14µm
_02258_,7.14µm
_02603_,7.14µm
_02836_,7.14µm
_03261_,7.14µm
_04188_,7.14µm
_04423_,7.14µm
_06088_,7.14µm
_06163_,7.14µm
_06505_,7.14µm
_06628_,7.14µm
_06894_,7.14µm
_08750_,7.14µm
_08794_,7.14µm
_10055_,7.14µm
_10176_,7.14µm
_10193_,7.14µm
_10407_,7.14µm
_10928_,7.14µm
_11137_,7.14µm
_12321_,7.14µm
_12852_,7.14µm
_12984_,7.14µm
_13431_,7.14µm
_13600_,7.14µm
_13723_,7.14µm
_15701_,7.14µm
_15912_,7.14µm
_16960_,7.14µm
_17489_,7.14µm
_17949_,7.14µm
_02166_,7.135µm
_03965_,7.135µm
_04239_,7.135µm
_04877_,7.135µm
_07864_,7.135µm
_08660_,7.135µm
_08956_,7.135µm
_10845_,7.135µm
_12015_,7.135µm
_12100_,7.135µm
_16954_,7.135µm
u_fft_core.u_twiddle_interface.u_mult_3.u_clip.o_data_re\[0\],7.125µm
_06968_,7.11µm
_02430_,7.1µm
_02480_,7.1µm
_03180_,7.1µm
_04723_,7.1µm
_05418_,7.1µm
_05743_,7.1µm
_06519_,7.1µm
_08081_,7.1µm
_08298_,7.1µm
_08587_,7.1µm
_08937_,7.1µm
_09678_,7.1µm
_10482_,7.1µm
_10675_,7.1µm
_10736_,7.1µm
_10809_,7.1µm
_11550_,7.1µm
_11646_,7.1µm
_12772_,7.1µm
_12975_,7.1µm
_17491_,7.1µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[10\],7.1µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[12\],7.1µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[10\],7.1µm
_14901_,7.095µm
_00101_,7.09µm
_00592_,7.09µm
_00772_,7.09µm
_01985_,7.09µm
_03557_,7.09µm
_03971_,7.09µm
_04687_,7.09µm
_04732_,7.09µm
_05450_,7.09µm
_05709_,7.09µm
_05789_,7.09µm
_06654_,7.09µm
_07047_,7.09µm
_07830_,7.09µm
_07856_,7.09µm
_08370_,7.09µm
_08619_,7.09µm
_08853_,7.09µm
_09087_,7.09µm
_10091_,7.09µm
_10332_,7.09µm
_10390_,7.09µm
_10586_,7.09µm
_10843_,7.09µm
_11401_,7.09µm
_13181_,7.09µm
_13363_,7.09µm
_14001_,7.09µm
_14201_,7.09µm
_16795_,7.09µm
_17299_,7.09µm
net93,7.09µm
net109,7.09µm
net125,7.09µm
net382,7.09µm
net391,7.09µm
net394,7.09µm
net460,7.09µm
net466,7.09µm
net620,7.09µm
net767,7.09µm
net1170,7.09µm
net1334,7.09µm
net1336,7.09µm
net1625,7.09µm
net1633,7.09µm
net1640,7.09µm
net1684,7.09µm
net1702,7.09µm
net1842,7.09µm
net1863,7.09µm
net2073,7.09µm
net2337,7.09µm
net2464,7.09µm
net2538,7.09µm
net2681,7.09µm
net2685,7.09µm
net2719,7.09µm
net4308,7.09µm
net4356,7.09µm
net4466,7.09µm
net4623,7.09µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.o_data_0i\[9\],7.09µm
_00642_,7.08µm
_00669_,7.08µm
_01282_,7.08µm
_03661_,7.08µm
_03814_,7.08µm
_03920_,7.08µm
_04576_,7.08µm
_04882_,7.08µm
_05897_,7.08µm
_06105_,7.08µm
_06146_,7.08µm
_06407_,7.08µm
_07022_,7.08µm
_08086_,7.08µm
_08203_,7.08µm
_08224_,7.08µm
_08335_,7.08µm
_09218_,7.08µm
_09382_,7.08µm
_09505_,7.08µm
_09533_,7.08µm
_09658_,7.08µm
_09704_,7.08µm
_10898_,7.08µm
_10914_,7.08µm
_12148_,7.08µm
_12257_,7.08µm
_12753_,7.08µm
_14021_,7.08µm
_14365_,7.08µm
_15675_,7.08µm
_17090_,7.08µm
_17550_,7.08µm
_17857_,7.08µm
net133,7.08µm
net160,7.08µm
net170,7.08µm
net826,7.08µm
net976,7.08µm
net1037,7.08µm
net1342,7.08µm
net1350,7.08µm
net1721,7.08µm
net1819,7.08µm
net1898,7.08µm
net2258,7.08µm
net2370,7.08µm
net2445,7.08µm
net2584,7.08µm
net2651,7.08µm
net4397,7.08µm
u_debug_sys.addr_out\[4\],7.08µm
u_fft_core.u_buffer_parallel2serial.mem_im\[5\]\[7\],7.08µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[8\],7.08µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.r_idata_i\[0\]\[7\],7.08µm
_02075_,7.075µm
_02148_,7.075µm
_02389_,7.075µm
_04247_,7.075µm
_05961_,7.075µm
_07162_,7.075µm
_07537_,7.075µm
_07543_,7.075µm
_08196_,7.075µm
_09652_,7.075µm
_10458_,7.075µm
_10709_,7.075µm
_10923_,7.075µm
_11145_,7.075µm
_11884_,7.075µm
_13011_,7.075µm
_13979_,7.075µm
_16869_,7.075µm
_17460_,7.075µm
_17484_,7.075µm
_18079_,7.075µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[1\]\[4\],7.075µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.u_btfly2.o_data0_i\[0\],7.075µm
_09738_,7.07µm
_11621_,7.07µm
_04572_,7.06µm
_08759_,7.06µm
_08950_,7.06µm
_09201_,7.06µm
_09204_,7.06µm
_10166_,7.06µm
_10423_,7.06µm
_11197_,7.06µm
_11859_,7.06µm
_12145_,7.06µm
_12857_,7.06µm
_12968_,7.06µm
_13301_,7.06µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[12\],7.06µm
_05637_,7.05µm
_17849_,7.05µm
_04570_,7.045µm
_17705_,7.045µm
_02547_,7.04µm
_06950_,7.04µm
_06972_,7.04µm
_07366_,7.04µm
_07801_,7.04µm
_09626_,7.04µm
_10194_,7.04µm
_10465_,7.04µm
_10887_,7.04µm
_11141_,7.04µm
_13198_,7.04µm
_15945_,7.04µm
_17409_,7.04µm
_17666_,7.04µm
u_debug_sys.u_spi_slave.tx_shift\[12\],7.04µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[12\],7.04µm
_00109_,7.03µm
_00404_,7.03µm
_00977_,7.03µm
_01070_,7.03µm
_01225_,7.03µm
_01574_,7.03µm
_01715_,7.03µm
_03543_,7.03µm
_08082_,7.03µm
_10370_,7.03µm
_13591_,7.03µm
_16639_,7.03µm
_00098_,7.02µm
_00860_,7.02µm
_02539_,7.02µm
_03957_,7.02µm
_04076_,7.02µm
_04485_,7.02µm
_05542_,7.02µm
_05666_,7.02µm
_05880_,7.02µm
_06122_,7.02µm
_07485_,7.02µm
_08706_,7.02µm
_09240_,7.02µm
_09384_,7.02µm
_10775_,7.02µm
_10777_,7.02µm
_11723_,7.02µm
_12010_,7.02µm
_12566_,7.02µm
_14230_,7.02µm
_14709_,7.02µm
_15543_,7.02µm
_16408_,7.02µm
_16537_,7.02µm
_17859_,7.02µm
_18149_,7.02µm
u_fft_core.u_shift_r4.data_im_q\[73\],7.02µm
_02032_,7.015µm
_02293_,7.015µm
_02748_,7.015µm
_03594_,7.015µm
_05066_,7.015µm
_07967_,7.015µm
_10785_,7.015µm
_17842_,7.015µm
u_fft_core.u_shift_r4.data_re_q\[127\],7.015µm
_02272_,7.005µm
_04668_,7.005µm
_03528_,6.995µm
_04656_,6.995µm
_08009_,6.995µm
_08773_,6.995µm
_03107_,6.985µm
_12180_,6.985µm
_02231_,6.98µm
_02368_,6.98µm
_02516_,6.98µm
_03046_,6.98µm
_03054_,6.98µm
_04059_,6.98µm
_04154_,6.98µm
_04798_,6.98µm
_04814_,6.98µm
_04892_,6.98µm
_04900_,6.98µm
_05093_,6.98µm
_05194_,6.98µm
_07158_,6.98µm
_07430_,6.98µm
_07434_,6.98µm
_08269_,6.98µm
_10834_,6.98µm
_10863_,6.98µm
_12065_,6.98µm
_12941_,6.98µm
_13430_,6.98µm
_14109_,6.98µm
_14262_,6.98µm
_14994_,6.98µm
_15588_,6.98µm
_15840_,6.98µm
_17458_,6.98µm
_17549_,6.98µm
_17790_,6.98µm
_17824_,6.98µm
_17887_,6.98µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[2\],6.98µm
_02222_,6.975µm
_00556_,6.97µm
_00791_,6.97µm
_01018_,6.97µm
_01207_,6.97µm
_01575_,6.97µm
_01831_,6.97µm
_01878_,6.97µm
_02153_,6.97µm
_02432_,6.97µm
_02771_,6.97µm
_04137_,6.97µm
_05692_,6.97µm
_05773_,6.97µm
_06440_,6.97µm
_07396_,6.97µm
_07826_,6.97µm
_08524_,6.97µm
_09158_,6.97µm
_09288_,6.97µm
_09532_,6.97µm
_09551_,6.97µm
_09891_,6.97µm
_10837_,6.97µm
_10881_,6.97µm
_11136_,6.97µm
_11481_,6.97µm
_11916_,6.97µm
_12679_,6.97µm
_12819_,6.97µm
_12821_,6.97µm
_14117_,6.97µm
_14898_,6.97µm
_15619_,6.97µm
_15800_,6.97µm
_15959_,6.97µm
_16665_,6.97µm
_17286_,6.97µm
_17311_,6.97µm
_17529_,6.97µm
_17724_,6.97µm
_18158_,6.97µm
net609,6.97µm
net707,6.97µm
net851,6.97µm
net1136,6.97µm
net1179,6.97µm
net1456,6.97µm
net1808,6.97µm
net1815,6.97µm
net1829,6.97µm
net1941,6.97µm
net1943,6.97µm
net1999,6.97µm
net2054,6.97µm
net2103,6.97µm
net2632,6.97µm
net2688,6.97µm
net4467,6.97µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.w_data_1r\[6\],6.97µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage3.next_data0_r\[0\],6.97µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[9\],6.97µm
_02773_,6.965µm
_02883_,6.965µm
_03194_,6.965µm
_04052_,6.965µm
_05447_,6.965µm
_06636_,6.965µm
_09095_,6.965µm
_09233_,6.965µm
_09756_,6.965µm
_11223_,6.965µm
_12884_,6.965µm
_17294_,6.965µm
_00638_,6.96µm
_02667_,6.96µm
_03715_,6.96µm
_04147_,6.96µm
_04760_,6.96µm
_04909_,6.96µm
_05761_,6.96µm
_05920_,6.96µm
_06663_,6.96µm
_07128_,6.96µm
_07342_,6.96µm
_08209_,6.96µm
_08329_,6.96µm
_08434_,6.96µm
_09159_,6.96µm
_09597_,6.96µm
_09940_,6.96µm
_12332_,6.96µm
_12558_,6.96µm
_16046_,6.96µm
_17408_,6.96µm
net1380,6.96µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[1\],6.96µm
_04596_,6.955µm
_05643_,6.955µm
_10701_,6.955µm
_02008_,6.92µm
_04031_,6.92µm
_04420_,6.92µm
_05472_,6.92µm
_06025_,6.92µm
_10226_,6.92µm
_12056_,6.92µm
_14390_,6.92µm
_16772_,6.92µm
_17603_,6.92µm
_09876_,6.915µm
_05304_,6.91µm
_08803_,6.91µm
_08994_,6.91µm
_09123_,6.91µm
_13358_,6.91µm
_15243_,6.91µm
_15257_,6.91µm
_15697_,6.91µm
_12434_,6.905µm
_00767_,6.9µm
_02110_,6.9µm
_04167_,6.9µm
_05984_,6.9µm
_06612_,6.9µm
_07404_,6.9µm
